st,district,year,rep,dem,other,total
PA,13,1960,142796,92212,,235008
PA,14,1960,61743,50572,,112315
PA,15,1960,64568,60255,,124823
PA,16,1960,100190,51751,,151941
PA,17,1960,93293,51331,,144624
PA,18,1960,94804,48046,,142850
PA,19,1960,104491,63027,,167518
PA,20,1960,72565,42258,,114823
PA,21,1960,68825,85641,,154466
PA,22,1960,75701,80382,,156083
PA,23,1960,75307,44899,,120206
PA,24,1960,99388,90016,,189404
PA,25,1960,88790,89296,,178086
PA,26,1960,72966,104934,,177900
PA,27,1960,101610,112022,,213632
PA,28,1960,46782,99619,,146401
PA,29,1960,103112,91946,,195058
PA,30,1960,63488,120493,,183981
RI,1,1960,64678,120741,,185419
RI,2,1960,82824,137291,,220115
SC,1,1960,36146,23899,,60045
SC,2,1960,52174,31808,,83982
SC,3,1960,19649,35144,,54793
SC,4,1960,38876,43886,,82762
SC,5,1960,18032,33182,,51214
SC,6,1960,23681,30210,,53891
SD,1,1960,135381,98379,,233760
SD,2,1960,43036,29691,,72727
TN,1,1960,109767,44355,,154122
TN,2,1960,100115,62216,,162331
TN,3,1960,70538,52437,,122975
TN,4,1960,47389,60874,,108263
TN,5,1960,52077,59649,,111726
TN,6,1960,31471,56698,,88169
TN,7,1960,34878,28592,,63470
TN,8,1960,23151,30362,,53513
TN,9,1960,87191,86270,,173461
TX,1,1960,26077,36467,,62544
TX,2,1960,45870,66366,,112236
TX,3,1960,40320,36115,,76435
TX,4,1960,20875,28098,,48973
TX,5,1960,149369,88876,,238245
TX,6,1960,25155,36996,,62151
TX,7,1960,28340,37159,,65499
TX,8,1960,47991,68254,,116245
TX,9,1960,55499,71647,,127146
TX,10,1960,34911,49242,,84153
TX,11,1960,26119,42342,,68461
TX,12,1960,72813,59385,,132198
TX,13,1960,39903,46209,,86112
TX,14,1960,49356,73766,,123122
TX,15,1960,32866,56429,,89295
TX,16,1960,55271,54534,,109805
TX,17,1960,39035,39295,,78330
TX,18,1960,59380,37806,,97186
TX,19,1960,49751,51030,,100781
TX,20,1960,63934,75373,,139307
TX,21,1960,38685,32522,,71207
TX,22,1960,107225,74542,,181767
UT,1,1960,74661,59845,,134506
UT,2,1960,130700,109403,,240103
VT,1,1960,98131,69186,,167317
VA,1,1960,36004,35061,,71065
VA,2,1960,29184,39195,,68379
VA,3,1960,57912,34448,,92360
VA,4,1960,24684,34820,,59504
VA,5,1960,31042,28366,,59408
VA,6,1960,51416,34663,,86079
VA,7,1960,37637,24252,,61889
VA,8,1960,34779,30296,,65075
VA,9,1960,39874,41776,,81650
VA,10,1960,61989,59450,,121439
WA,1,1960,117292,89590,,206882
WA,2,1960,77698,78088,,155786
WA,3,1960,75938,76841,,152779
WA,4,1960,91914,72566,,164480
WA,5,1960,87036,80995,,168031
WA,6,1960,71381,81307,,152688
WA,7,1960,102516,116093,,218609
WV,1,1960,63578,72364,,135942
WV,2,1960,63653,61758,,125411
WV,3,1960,56988,65632,,122620
WV,4,1960,89449,70155,,159604
WV,5,1960,41169,72527,,113696
WV,6,1960,81158,99350,,180508
WI,1,1960,103540,84498,,188038
WI,2,1960,124192,101454,,225646
WI,3,1960,78432,55125,,133557
WI,4,1960,84869,136267,,221136
WI,5,1960,102198,121440,,223638
WI,6,1960,96791,69276,,166067
WI,7,1960,84397,59973,,144370
WI,8,1960,91846,84315,,176161
WI,9,1960,73158,61201,,134359
WI,10,1960,55752,57256,,113008
WY,1,1960,77451,63331,,140782
AL,1,1964,64912,24059,,88971
AL,2,1964,62775,17102,,79877
AL,3,1964,55809,17754,,73563
AL,4,1964,49690,18828,,68518
AL,5,1964,58360,21963,,80323
AL,6,1964,82754,29510,,112264
AL,7,1964,64787,42454,,107241
AL,8,1964,39453,38731,,78184
AK,1,1964,22930,44329,,67259
AZ,1,1964,143114,122042,,265156
AZ,2,1964,69606,82888,,152494
AZ,3,1964,29815,32823,,62638
AR,1,1964,33897,49062,,82959
AR,2,1964,75121,96690,,171811
AR,3,1964,54225,67277,,121502
AR,4,1964,80021,101168,,181189
CA,1,1964,89232,151432,,240664
CA,2,1964,77167,119672,,196839
CA,3,1964,77871,149668,,227539
CA,4,1964,44222,78156,,122378
CA,5,1964,24592,84841,,109433
CA,6,1964,68402,145917,,214319
CA,7,1964,48869,112828,,161697
CA,8,1964,57818,108675,,166493
CA,9,1964,58094,115892,,173986
CA,10,1964,95637,148687,,244324
CA,11,1964,77916,140978,,218894
CA,12,1964,60765,92838,,153603
CA,13,1964,78284,106186,,184470
CA,14,1964,65011,113071,,178082
CA,15,1964,58519,102288,,160807
CA,16,1964,60067,118197,,178264
CA,17,1964,57488,87885,,145373
CA,18,1964,73284,111215,,184499
CA,19,1964,64065,89415,,153480
CA,20,1964,116911,87215,,204126
CA,21,1964,11624,115093,,126717
CA,22,1964,88741,100594,,189335
CA,23,1964,69416,98111,,167527
CA,24,1964,125914,87246,,213160
CA,25,1964,64745,85764,,150509
CA,26,1964,58289,138623,,196912
CA,27,1964,72013,92905,,164918
CA,28,1964,165131,157960,,323091
CA,29,1964,61756,98015,,159771
CA,30,1964,45113,98079,,143192
CA,31,1964,66692,122560,,189252
CA,32,1964,91486,106444,,197930
CA,33,1964,92155,123018,,215173
CA,34,1964,119774,118079,,237853
CA,35,1964,162309,99590,,261899
CA,36,1964,93255,87143,,180398
CA,37,1964,63303,83535,,146838
CA,38,1964,71495,91671,,163166
CO,1,1964,73279,143480,,216759
CO,2,1964,90403,130786,,221189
CO,3,1964,62524,103940,,166464
CO,4,1964,70561,97818,,168379
CT,1,1964,54790,147280,,202070
CT,2,1964,58119,132501,,190620
CT,3,1964,68391,131028,,199419
CT,4,1964,87516,141761,,229277
CT,5,1964,63020,135620,,198640
CT,6,1964,59160,138079,,197239
DE,1,1964,78078,122704,,200782
FL,1,1964,72911,51478,,124389
FL,2,1964,81116,79365,,160481
FL,3,1964,54511,110129,,164640
FL,4,1964,62842,101144,,163986
FL,5,1964,77261,79677,,156938
FL,6,1964,157828,130737,,288565
FL,7,1964,89503,70131,,159634
FL,8,1964,42321,40736,,83057
FL,9,1964,44819,32918,,77737
FL,10,1964,50616,71289,,121905
FL,11,1964,86830,75951,,162781
FL,12,1964,80414,98381,,178795
GA,1,1964,75152,50641,,125793
GA,2,1964,63869,27295,,91164
GA,3,1964,51055,30346,,81401
GA,4,1964,64613,60277,,124890
GA,5,1964,54853,68048,,122901
GA,6,1964,72808,61928,,134736
GA,7,1964,66028,68365,,134393
GA,8,1964,63079,42555,,105634
GA,9,1964,41642,61159,,102801
GA,10,1964,58795,47574,,106369
HI,1,1964,44022,163249,,207271
HI,2,1964,0,0,,0
ID,1,1964,48870,64132,,113002
ID,2,1964,94687,84788,,179475
IL,1,1964,8739,176097,,184836
IL,2,1964,50495,117010,,167505
IL,3,1964,82009,129306,,211315
IL,4,1964,127873,121924,,249797
IL,5,1964,60992,103799,,164791
IL,6,1964,18613,93532,,112145
IL,7,1964,17390,111523,,128913
IL,8,1964,72724,142935,,215659
IL,9,1964,62030,122592,,184622
IL,10,1964,152806,137595,,290401
IL,11,1964,101230,131113,,232343
IL,12,1964,86396,84493,,170889
IL,13,1964,140817,149755,,290572
IL,14,1964,137490,115892,,253382
IL,15,1964,90630,90559,,181189
IL,16,1964,81636,88021,,169657
IL,17,1964,85268,89953,,175221
IL,18,1964,74951,99018,,173969
IL,19,1964,66334,93225,,159559
IL,20,1964,95009,126260,,221269
IL,21,1964,73384,111958,,185342
IL,22,1964,65389,92593,,157982
IL,23,1964,95506,128560,,224066
IL,24,1964,58235,139120,,197355
IN,1,1964,73722,134978,,208700
IN,2,1964,81891,85437,,167328
IN,3,1964,83907,118140,,202047
IN,4,1964,81180,91083,,172263
IN,5,1964,90380,116922,,207302
IN,6,1964,76918,82875,,159793
IN,7,1964,68910,87670,,156580
IN,8,1964,69787,126324,,196111
IN,9,1964,60252,78244,,138496
IN,10,1964,81156,96757,,177913
IN,11,1964,143015,152418,,295433
IA,1,1964,62842,107403,,170245
IA,2,1964,70124,120792,,190916
IA,3,1964,68002,103144,,171146
IA,4,1964,58213,107107,,165320
IA,5,1964,55587,107227,,162814
IA,6,1964,72291,97862,,170153
IA,7,1964,62089,89495,,151584
KS,1,1964,98002,122483,,220485
KS,2,1964,75205,86809,,162014
KS,3,1964,69351,83367,,152718
KS,4,1964,72824,86204,,159028
KS,5,1964,70527,83886,,154413
KY,1,1964,35145,90141,,125286
KY,2,1964,41645,78544,,120189
KY,3,1964,80951,146023,,226974
KY,4,1964,53679,96928,,150607
KY,5,1964,63890,59576,,123466
KY,6,1964,47913,94451,,142364
KY,7,1964,49754,103996,,153750
LA,1,1964,65757,57871,,123628
LA,2,1964,71288,76185,,147473
LA,3,1964,48906,67512,,116418
LA,4,1964,74042,16775,,90817
LA,5,1964,69197,14237,,83434
LA,6,1964,82432,63167,,145599
LA,7,1964,49244,64096,,113340
LA,8,1964,48359,27225,,75584
ME,1,1964,61456,134264,,195720
ME,2,1964,57245,128000,,185245
MD,1,1964,34585,45899,,80484
MD,2,1964,96170,139154,,235324
MD,3,1964,16639,58687,,75326
MD,4,1964,21998,65695,,87693
MD,5,1964,89685,147119,,236804
MD,6,1964,90582,161459,,252041
MD,7,1964,35191,110404,,145595
MD,8,1964,0,0,,0
MA,1,1964,43136,123530,,166666
MA,2,1964,40724,119551,,160275
MA,3,1964,48818,159830,,208648
MA,4,1964,49631,154148,,203779
MA,5,1964,55765,160426,,216191
MA,6,1964,57926,165600,,223526
MA,7,1964,38973,150516,,189489
MA,8,1964,23731,145145,,168876
MA,9,1964,23733,147619,,171352
MA,10,1964,55371,161283,,216654
MA,11,1964,49137,163719,,212856
MA,12,1964,62712,134768,,197480
MI,1,1964,20411,54535,,74946
MI,2,1964,59104,100232,,159336
MI,3,1964,65042,100507,,165549
MI,4,1964,70492,89418,,159910
MI,5,1964,72528,97222,,169750
MI,6,1964,63055,98425,,161480
MI,7,1964,54323,108941,,163264
MI,8,1964,66519,92960,,159479
MI,9,1964,75060,95882,,170942
MI,10,1964,61516,99617,,161133
MI,11,1964,56805,112592,,169397
MI,12,1964,45392,133281,,178673
MI,13,1964,15856,119347,,135203
MI,14,1964,58288,134803,,193091
MI,15,1964,39096,114557,,153653
MI,16,1964,39045,124192,,163237
MI,17,1964,61386,135241,,196627
MI,18,1964,73923,115234,,189157
MI,19,1964,62311,109629,,171940
MN,1,1964,76349,121669,,198018
MN,2,1964,73105,93646,,166751
MN,3,1964,95554,133459,,229013
MN,4,1964,65748,152056,,217804
MN,5,1964,72383,139275,,211658
MN,6,1964,68585,115431,,184016
MN,7,1964,62032,102852,,164884
MN,8,1964,45868,132729,,178597
MS,1,1964,57662,11809,,69471
MS,2,1964,69249,10703,,79952
MS,3,1964,84539,9809,,94348
MS,4,1964,61172,4294,,65466
MS,5,1964,83961,16003,,99964
MO,1,1964,45364,143325,,188689
MO,2,1964,98987,148164,,247151
MO,3,1964,48361,127575,,175936
MO,4,1964,56041,101435,,157476
MO,5,1964,50978,105655,,156633
MO,6,1964,63067,111634,,174701
MO,7,1964,96858,106164,,203022
MO,8,1964,73343,112006,,185349
MO,9,1964,68081,116572,,184653
MO,10,1964,50265,88724,,138989
MT,1,1964,46685,73642,,120327
MT,2,1964,66347,90604,,156951
NE,1,1964,99946,118235,,218181
NE,2,1964,71616,89737,,161353
NE,3,1964,105285,99335,,204620
NV,1,1964,56094,79339,,135433
NH,1,1964,59405,99250,,158655
NH,2,1964,44624,84814,,129438
NJ,1,1964,93228,182771,,275999
NJ,2,1964,49627,99481,,149108
NJ,3,1964,87352,132212,,219564
NJ,4,1964,66296,143623,,209919
NJ,5,1964,83440,117343,,200783
NJ,6,1964,82999,164989,,247988
NJ,7,1964,112832,162085,,274917
NJ,8,1964,59404,109812,,169216
NJ,9,1964,87026,144248,,231274
NJ,10,1964,39938,87005,,126943
NJ,11,1964,31552,93668,,125220
NJ,12,1964,51013,113872,,164885
NJ,13,1964,27805,89856,,117661
NJ,14,1964,28045,73399,,101444
NJ,15,1964,63370,151196,,214566
NM,1,1964,132833,194015,,326848
NM,2,1964,0,0,,0
NY,1,1964,87846,109347,,197193
NY,2,1964,76746,99492,,176238
NY,3,1964,77445,120631,,198076
NY,4,1964,73088,102790,,175878
NY,5,1964,78108,130928,,209036
NY,6,1964,78699,114185,,192884
NY,7,1964,69936,120055,,189991
NY,8,1964,51257,162117,,213374
NY,9,1964,67419,117377,,184796
NY,10,1964,21478,129621,,151099
NY,11,1964,24926,83004,,107930
NY,12,1964,36134,156804,,192938
NY,13,1964,39682,167533,,207215
NY,14,1964,27118,71848,,98966
NY,15,1964,61568,68814,,130382
NY,16,1964,67655,85424,,153079
NY,17,1964,55114,140309,,195423
NY,18,1964,9687,115788,,125475
NY,19,1964,27060,109517,,136577
NY,20,1964,28264,138234,,166498
NY,21,1964,19452,101455,,120907
NY,22,1964,12810,84669,,97479
NY,23,1964,36692,127545,,164237
NY,24,1964,66826,89345,,156171
NY,25,1964,87945,135204,,223149
NY,26,1964,70326,121155,,191481
NY,27,1964,73162,122831,,195993
NY,28,1964,74310,117402,,191712
NY,29,1964,56514,176027,,232541
NY,30,1964,68192,144310,,212502
NY,31,1964,43266,98187,,141453
NY,32,1964,58754,107808,,166562
NY,33,1964,62981,111867,,174848
NY,34,1964,63205,128630,,191835
NY,35,1964,61004,115208,,176212
NY,36,1964,59731,136840,,196571
NY,37,1964,57854,134479,,192333
NY,38,1964,56577,104207,,160784
NY,39,1964,69690,143375,,213065
NY,40,1964,55717,128841,,184558
NY,41,1964,29218,139954,,169172
NC,1,1964,21018,47067,,68085
NC,2,1964,28854,51988,,80842
NC,3,1964,41417,59310,,100727
NC,4,1964,71603,80810,,152413
NC,5,1964,69566,78780,,148346
NC,6,1964,71861,87446,,159307
NC,7,1964,37193,64102,,101295
NC,8,1964,72831,91801,,164632
NC,9,1964,82307,78673,,160980
NC,10,1964,65234,72462,,137696
NC,11,1964,62960,87700,,150660
ND,1,1964,56345,81780,,138125
ND,2,1964,51862,68004,,119866
OH,1,1964,61618,87827,,149445
OH,2,1964,99561,111300,,210861
OH,3,1964,103392,168911,,272303
OH,4,1964,64819,87093,,151912
OH,5,1964,54218,72799,,127017
OH,6,1964,62497,88824,,151321
OH,7,1964,73467,100342,,173809
OH,8,1964,54178,69602,,123780
OH,9,1964,57782,128110,,185892
OH,10,1964,43555,64377,,107932
OH,11,1964,66537,114065,,180602
OH,12,1964,131345,154527,,285872
OH,13,1964,52573,95984,,148557
OH,14,1964,78221,157048,,235269
OH,15,1964,37307,60058,,97365
OH,16,1964,73484,127133,,200617
OH,17,1964,64961,87899,,152860
OH,18,1964,43887,100134,,144021
OH,19,1964,51027,129387,,180414
OH,20,1964,46376,123304,,169680
OH,21,1964,16849,134099,,150948
OH,22,1964,47814,112257,,160071
OH,23,1964,85397,123251,,208648
OH,24,1964,0,0,,0
OK,1,1964,118393,98882,,217275
OK,2,1964,65959,92886,,158845
OK,3,1964,27466,60491,,87957
OK,4,1964,40657,61977,,102634
OK,5,1964,103617,118638,,222255
OK,6,1964,56573,86960,,143533
OR,1,1964,90116,150541,,240657
OR,2,1964,40638,63169,,103807
OR,3,1964,81683,161040,,242723
OR,4,1964,70342,126267,,196609
PA,1,1964,51333,133305,,184638
PA,2,1964,23865,138227,,162092
PA,3,1964,39740,121903,,161643
PA,4,1964,66926,150076,,217002
PA,5,1964,57469,126734,,184203
PA,6,1964,80158,152086,,232244
PA,7,1964,111189,147189,,258378
PA,8,1964,82488,138664,,221152
PA,9,1964,92523,100981,,193504
PA,10,1964,59993,118422,,178415
PA,11,1964,43895,106397,,150292
PA,12,1964,74935,91014,,165949
PA,13,1964,102714,135657,,238371
PA,14,1964,39552,122542,,162094
PA,15,1964,37289,87609,,124898
PA,16,1964,69060,72193,,141253
PA,17,1964,66110,91473,,157583
PA,18,1964,81501,109317,,190818
PA,19,1964,65979,96568,,162547
PA,20,1964,43475,129179,,172654
PA,21,1964,41493,107131,,148624
PA,22,1964,48605,93849,,142454
PA,23,1964,54894,85614,,140508
PA,24,1964,60210,123355,,183565
PA,25,1964,56532,116851,,173383
PA,26,1964,44150,120049,,164199
PA,27,1964,77179,114169,,191348
RI,1,1964,32673,143227,,175900
RI,2,1964,41942,172236,,214178
SC,1,1964,60339,28548,,88887
SC,2,1964,82626,43163,,125789
SC,3,1964,35616,34857,,70473
SC,4,1964,52850,41674,,94524
SC,5,1964,32454,35778,,68232
SC,6,1964,45163,31679,,76842
SD,1,1964,96604,125174,,221778
SD,2,1964,33504,37836,,71340
TN,1,1964,84059,64997,,149056
TN,2,1964,83666,82008,,165674
TN,3,1964,67778,68336,,136114
TN,4,1964,37402,81622,,119024
TN,5,1964,45335,79387,,124722
TN,6,1964,29487,70520,,100007
TN,7,1964,36125,39570,,75695
TN,8,1964,24586,37111,,61697
TN,9,1964,100527,111496,,212023
TX,1,1964,25231,44554,,69785
TX,2,1964,44919,75077,,119996
TX,3,1964,41880,47281,,89161
TX,4,1964,16001,41547,,57548
TX,5,1964,137065,166472,,303537
TX,6,1964,18451,48216,,66667
TX,7,1964,26993,48609,,75602
TX,8,1964,39169,98843,,138012
TX,9,1964,45448,96220,,141668
TX,10,1964,29729,73891,,103620
TX,11,1964,18281,57656,,75937
TX,12,1964,56593,97092,,153685
TX,13,1964,26413,63612,,90025
TX,14,1964,35935,99400,,135335
TX,15,1964,28440,67815,,96255
TX,16,1964,54456,70711,,125167
TX,17,1964,26357,53385,,79742
TX,18,1964,49094,55439,,104533
TX,19,1964,41078,70076,,111154
TX,20,1964,53469,108658,,162127
TX,21,1964,28332,49655,,77987
TX,22,1964,101916,118891,,220807
TX,23,1964,0,0,,0
UT,1,1964,65767,72350,,138117
UT,2,1964,116018,147278,,263296
VT,1,1964,54942,108127,,163069
VA,1,1964,45852,60386,,106238
VA,2,1964,35887,57993,,93880
VA,3,1964,76388,58015,,134403
VA,4,1964,45102,43336,,88438
VA,5,1964,40901,37134,,78035
VA,6,1964,57064,53254,,110318
VA,7,1964,38645,40075,,78720
VA,8,1964,40730,47781,,88511
VA,9,1964,37447,55783,,93230
VA,10,1964,63318,104281,,167599
WA,1,1964,88563,117176,,205739
WA,2,1964,56029,109408,,165437
WA,3,1964,46473,107242,,153715
WA,4,1964,69908,94027,,163935
WA,5,1964,71091,92143,,163234
WA,6,1964,48537,107668,,156205
WA,7,1964,85252,146086,,231338
WV,1,1964,58572,132261,,190833
WV,2,1964,47692,92067,,139759
WV,3,1964,51796,112786,,164582
WV,4,1964,68375,114781,,183156
WV,5,1964,27518,86192,,113710
WI,1,1964,68795,108310,,177105
WI,2,1964,58254,112551,,170805
WI,3,1964,64760,92074,,156834
WI,4,1964,48008,124646,,172654
WI,5,1964,45036,103047,,148083
WI,6,1964,72308,98415,,170723
WI,7,1964,62959,100131,,163090
WI,8,1964,66599,99559,,166158
WI,9,1964,92420,100680,,193100
WI,10,1964,59356,111011,,170367
WY,1,1964,61998,80718,,142716
AL,1,1968,14643,27878,102755,145276
AL,2,1968,12337,26179,109223,147739
AL,3,1968,14611,26024,98246,138881
AL,4,1968,32027,15710,117428,165165
AL,5,1968,23576,16900,94659,135135
AL,6,1968,34505,40290,78464,153259
AL,7,1968,14585,43408,89956,147949
AK,1,1968,37600,35411,10024,83035
AZ,1,1968,67853,41889,11012,120754
AZ,2,1968,59753,49567,10152,119472
AZ,3,1968,61182,37291,12937,111410
AZ,4,1968,74171,40592,11872,126635
AR,1,1968,39137,44963,60971,145071
AR,2,1968,43451,46332,54248,144031
AR,3,1968,73001,45627,51343,169971
AR,4,1968,35170,51306,74420,160896
CA,1,1968,77855,75033,14002,166890
CA,2,1968,79418,74035,16342,169795
CA,3,1968,68958,90232,10769,169959
CA,4,1968,54046,62628,12009,128683
CA,5,1968,41019,100917,9906,151842
CA,6,1968,88295,99614,9585,197494
CA,7,1968,24422,47385,7465,79272
CA,8,1968,65676,81816,13331,160823
CA,9,1968,52587,78193,11513,142293
CA,20,1968,130001,66020,9560,205581
CA,21,1968,25630,102981,5479,134090
CA,22,1968,76161,79583,9634,165378
CA,23,1968,96967,54518,12788,164273
CA,24,1968,116179,56120,13470,185769
CA,25,1968,94681,54939,11204,160824
CA,26,1968,85809,139458,5070,230337
CA,27,1968,89544,66422,7959,163925
CA,28,1968,106142,84366,7917,198425
CA,29,1968,66536,74066,9797,150399
CA,30,1968,48034,69489,6484,124007
CA,31,1968,71664,72662,13480,157806
CA,32,1968,106608,63883,11083,181574
CA,33,1968,85395,51293,12373,149061
CA,34,1968,72423,55479,12531,140433
CA,35,1968,56088,63789,12124,132001
CA,36,1968,55618,50475,12335,118428
CA,37,1968,53192,108862,5911,167965
CA,38,1968,57469,66343,13245,137057
CA,39,1968,103237,39419,8471,151127
CA,40,1968,97836,53993,9045,160874
CA,41,1968,61818,63109,11218,136145
CA,42,1968,96815,46112,10171,153098
CA,43,1968,85708,56492,12264,154464
CO,1,1968,79091,86119,8813,174023
CO,2,1968,86156,63901,11277,161334
CO,3,1968,71578,71673,13923,157174
CO,4,1968,87571,57216,13584,158371
CO,5,1968,72124,48187,11676,131987
CT,1,1968,85854,125090,10692,221636
CT,2,1968,82739,95604,10025,188368
CT,3,1968,96553,102907,16308,215768
CT,4,1968,105455,92922,13159,211536
CT,5,1968,96604,100828,15503,212935
CT,6,1968,89516,104210,10963,204689
DE,1,1968,96714,89194,28459,214367
FL,1,1968,30438,27707,87844,145989
FL,2,1968,30161,39071,72755,141987
FL,3,1968,34808,47330,51138,133276
FL,4,1968,60666,46713,53340,160719
FL,5,1968,57450,34194,42394,134038
FL,6,1968,87839,57450,26711,172000
FL,7,1968,43565,41876,39555,124996
FL,8,1968,67444,33031,51638,152113
FL,9,1968,71359,31586,37097,140042
FL,10,1968,71305,37224,41877,150406
FL,11,1968,74707,37610,24016,136333
FL,12,1968,73128,41686,23490,138304
FL,13,1968,46377,64160,22923,133460
FL,14,1968,37739,59206,13831,110776
FL,15,1968,52286,56927,20469,129682
GA,1,1968,35520,38301,58480,132301
GA,2,1968,23508,26693,74740,124941
GA,3,1968,27837,25948,52278,106063
GA,4,1968,54869,31233,28216,114318
GA,5,1968,48876,66131,22995,138002
GA,6,1968,38996,27733,58042,124771
GA,7,1968,38976,23143,57155,119274
GA,8,1968,33603,32588,75777,141968
GA,9,1968,40908,25000,60612,126520
GA,10,1968,36243,37329,46908,120480
HI,1,1968,46842,69715,1460,118017
HI,2,1968,42770,70345,1648,114763
ID,1,1968,78242,49194,17250,144686
ID,2,1968,87160,40079,19291,146530
IL,1,1968,16308,168445,3249,188002
IL,2,1968,66747,109468,20658,196873
IL,3,1968,105041,69085,28019,202145
IL,4,1968,104716,59200,22737,186653
IL,5,1968,55992,119512,21366,196870
IL,6,1968,119634,73583,23249,216466
IL,7,1968,22768,126222,6271,155261
IL,8,1968,65086,101161,16056,182303
IL,9,1968,79631,118287,10547,208465
IL,10,1968,123878,89114,6786,219778
IL,11,1968,112602,105630,19285,237517
IL,12,1968,104981,48572,8142,161695
IL,13,1968,88969,46166,11895,147030
IL,14,1968,118955,45922,13082,177959
